group,angle,key,marked_tiff,txt,raw_image,raw_group,n_expected,n_found,landmark_source,image_width,image_height,landmarks_px_json,flags
F1,Bottom,rx006-v3_b,Landmarked_F1/marked_tiff/Bottom/RX006-V3_B_MARK.tif,Landmarked_F1/txt/Bottom/RX006-V3_B.txt,Raw_Images/F1/RX006-V3_B.tif,F1,17,17,roi,3840,2160,"[[2501.0, 987.0], [2338.5, 1002.5], [2283.5, 1002.5], [2226.5, 1001.5], [2156.5, 997.5], [2342.166748046875, 1068.5], [2310.0, 1064.5], [2255.833251953125, 1063.5], [2216.5, 1069.5], [2264.833251953125, 1078.8333740234375], [2311.833251953125, 1074.8333740234375], [2343.166748046875, 1081.5], [2429.166748046875, 1141.1666259765625], [2337.166748046875, 1135.5], [2282.833251953125, 1137.8333740234375], [2226.166748046875, 1138.8333740234375], [2164.166748046875, 1143.5]]",
F1,Bottom,rx008-v2_b,Landmarked_F1/marked_tiff/Bottom/RX008-V2_B_MARK.tif,Landmarked_F1/txt/Bottom/RX008-V2_B.txt,Raw_Images/F1/RX008-V2_B.tif,F1,17,17,roi,3840,2160,"[[2552.0, 1015.0], [2344.166748046875, 1021.8333129882812], [2287.5, 1016.5], [2216.166748046875, 1011.8333129882812], [2148.833251953125, 1007.1666870117188], [2332.375, 1088.375], [2310.833251953125, 1078.5], [2242.833251953125, 1073.1666259765625], [2172.833251953125, 1081.1666259765625], [2245.5, 1093.1666259765625], [2305.5, 1095.1666259765625], [2332.875, 1099.125], [2484.5, 1158.5], [2348.5, 1146.8333740234375], [2277.833251953125, 1145.1666259765625], [2215.833251953125, 1147.8333740234375], [2150.5, 1151.8333740234375]]",
F1,Bottom,rx008-v3_b,Landmarked_F1/marked_tiff/Bottom/RX008-V3_B_MARK.tif,Landmarked_F1/txt/Bottom/RX008-V3_B.txt,,,17,17,roi,3840,2160,"[[2520.0, 1015.0], [2331.5, 1019.5], [2271.5, 1020.5], [2209.5, 1022.5], [2144.5, 1021.5], [2333.833251953125, 1082.5], [2307.166748046875, 1079.1666259765625], [2252.166748046875, 1075.8333740234375], [2196.833251953125, 1082.1666259765625], [2254.5, 1091.1666259765625], [2312.833251953125, 1093.8333740234375], [2334.5, 1098.5], [2448.166748046875, 1160.1666259765625], [2333.833251953125, 1146.5], [2280.833251953125, 1149.8333740234375], [2219.166748046875, 1157.1666259765625], [2152.166748046875, 1153.1666259765625]]",no_raw_match
F1,Bottom,rx008-v4_b,Landmarked_F1/marked_tiff/Bottom/RX008-V4_B_MARK.tif,Landmarked_F1/txt/Bottom/RX008-V4_B.txt,Raw_Images/F1/RX008-V4_B.tif,F1,17,17,roi,3840,2160,"[[2503.0, 1016.0], [2329.5, 1018.5], [2271.5, 1019.5], [2212.5, 1017.5], [2147.5, 1012.5], [2330.666748046875, 1082.5], [2308.5, 1078.8333740234375], [2255.166748046875, 1074.5], [2210.0, 1079.5], [2259.0, 1087.5], [2312.5, 1090.0], [2331.5, 1097.0], [2434.166748046875, 1164.8333740234375], [2326.5, 1145.8333740234375], [2275.833251953125, 1146.1666259765625], [2216.166748046875, 1149.5], [2157.833251953125, 1150.1666259765625]]",
F1,Bottom,rx009-v4_b,Landmarked_F1/marked_tiff/Bottom/RX009-V4_B_MARK.tif,Landmarked_F1/txt/Bottom/RX009-V4_B.txt,Raw_Images/F1/RX009-V4_B.tif,F1,17,17,roi,3840,2160,"[[2531.0, 1006.0], [2338.5, 1017.5], [2272.5, 1016.5], [2215.5, 1013.5], [2149.5, 1010.5], [2327.25, 1081.5], [2299.166748046875, 1079.5], [2255.833251953125, 1072.8333740234375], [2217.166748046875, 1080.1666259765625], [2244.166748046875, 1084.5], [2302.5, 1087.1666259765625], [2327.5, 1085.75], [2456.5, 1137.5], [2333.166748046875, 1131.5], [2276.5, 1136.1666259765625], [2220.5, 1142.8333740234375], [2161.166748046875, 1148.1666259765625]]",
F1,Bottom,rx009-v9_b,Landmarked_F1/marked_tiff/Bottom/RX009-V9_B_MARK.tif,Landmarked_F1/txt/Bottom/RX009-V9_B.txt,Raw_Images/F1/RX009-V9_B.tif,F1,17,17,roi,3840,2160,"[[2522.0, 1030.0], [2355.166748046875, 1024.8333740234375], [2307.166748046875, 1022.1666870117188], [2253.833251953125, 1018.8333129882812], [2195.833251953125, 1013.5], [2339.666748046875, 1084.8333740234375], [2313.5, 1080.1666259765625], [2268.166748046875, 1074.8333740234375], [2199.5, 1079.5], [2268.833251953125, 1086.8333740234375], [2315.5, 1095.1666259765625], [2340.0, 1098.3333740234375], [2444.5, 1154.8333740234375], [2334.5, 1143.5], [2291.833251953125, 1140.1666259765625], [2245.833251953125, 1144.8333740234375], [2193.166748046875, 1150.8333740234375]]",
F1,Bottom,rx010-v1_b,Landmarked_F1/marked_tiff/Bottom/RX010-V1_B_MARK.tif,Landmarked_F1/txt/Bottom/RX010-V1_B.txt,Raw_Images/F1/RX010-V1_B.tif,F1,17,17,roi,3840,2160,"[[2574.0, 1026.0], [2370.5, 1021.5], [2315.166748046875, 1018.8333129882812], [2248.5, 1016.8333129882812], [2175.833251953125, 1008.1666870117188], [2362.0, 1084.5], [2340.5, 1077.0], [2288.0, 1073.0], [2231.0, 1077.5], [2284.0, 1083.5], [2340.0, 1087.0], [2362.0, 1094.0], [2489.0, 1153.5], [2363.0, 1140.0], [2318.0, 1142.0], [2252.5, 1146.5], [2189.5, 1153.5]]",
F1,Bottom,rx010-v2_b,Landmarked_F1/marked_tiff/Bottom/RX010-V2_B_MARK.tif,Landmarked_F1/txt/Bottom/RX010-V2_B.txt,Raw_Images/F1/RX010-V2_B.tif,F1,17,17,roi,3840,2160,"[[2458.5, 1041.5], [2245.0, 1045.5], [2181.0, 1044.0], [2123.0, 1038.0], [2055.0, 1030.0], [2251.333251953125, 1113.8333740234375], [2206.0, 1108.5], [2149.0, 1100.0], [2112.5, 1107.5], [2159.0, 1119.5], [2209.0, 1118.5], [2252.333251953125, 1123.1666259765625], [2379.166748046875, 1189.5], [2239.166748046875, 1176.1666259765625], [2184.5, 1178.8333740234375], [2123.833251953125, 1178.1666259765625], [2064.5, 1186.1666259765625]]",
F1,Bottom,rx010-v3_b,Landmarked_F1/marked_tiff/Bottom/RX010-V3_B_MARK.tif,Landmarked_F1/txt/Bottom/RX010-V3_B.txt,Raw_Images/F1/RX010-V3_B.tif,F1,17,17,roi,3840,2160,"[[2503.0, 1026.0], [2334.5, 1029.5], [2287.5, 1025.5], [2229.5, 1021.5], [2157.5, 1021.5], [2356.25, 1096.5], [2317.5, 1091.1666259765625], [2263.5, 1090.8333740234375], [2184.833251953125, 1096.8333740234375], [2266.5, 1101.1666259765625], [2326.166748046875, 1101.1666259765625], [2356.625, 1105.125], [2421.5, 1153.0], [2329.0, 1149.0], [2283.0, 1161.0], [2222.5, 1167.5], [2163.5, 1172.0]]",
F1,Bottom,rx011-v1_b,Landmarked_F1/marked_tiff/Bottom/RX011-V1_B_MARK.tif,Landmarked_F1/txt/Bottom/RX011-V1_B.txt,Raw_Images/F1/RX011-V1_B.tif,F1,17,17,roi,3840,2160,"[[2538.0, 1010.0], [2357.5, 1004.5], [2288.0, 1003.5], [2227.5, 999.0], [2158.5, 994.5], [2350.25, 1070.125], [2313.166748046875, 1067.8333740234375], [2263.166748046875, 1062.5], [2206.166748046875, 1065.8333740234375], [2262.5, 1072.1666259765625], [2315.166748046875, 1076.1666259765625], [2350.875, 1083.125], [2468.833251953125, 1149.5], [2345.5, 1134.5], [2288.5, 1133.5], [2227.833251953125, 1134.8333740234375], [2167.166748046875, 1141.5]]",
F1,Left,rx001-v5_l,Landmarked_F1/marked_tiff/Left/RX001-V5_L_MARK.tif,Landmarked_F1/txt/Left/RX001-V5_L.txt,Raw_Images/F1/RX001-V5_L.tif,F1,32,32,roi,3840,2160,"[[2431.0, 880.0], [2487.5, 1092.5], [2357.5, 1182.5], [2099.166748046875, 1157.1666259765625], [1977.8333740234375, 1170.5], [1868.5, 1189.8333740234375], [1777.8333740234375, 1195.1666259765625], [1712.5, 1204.5], [1641.5, 1213.5], [1575.5, 1212.5], [1491.5, 1176.8333740234375], [1368.8333740234375, 1039.5], [1423.5, 1108.8333740234375], [1982.166748046875, 1025.8333740234375], [1928.166748046875, 1075.1666259765625], [1866.1666259765625, 1073.8333740234375], [1831.5, 1122.5], [1774.1666259765625, 1100.5], [1755.5, 1149.1666259765625], [1698.1666259765625, 1116.5], [1684.1666259765625, 1165.8333740234375], [1624.8333740234375, 1129.1666259765625], [1597.5, 1148.5], [1547.5, 1092.5], [2153.166748046875, 929.1666870117188], [2151.166748046875, 888.5], [1979.5, 975.5], [1860.8333740234375, 1013.5], [1768.1666259765625, 1031.5], [1695.5, 1039.5], [1626.1666259765625, 1044.1666259765625], [1543.8333740234375, 1042.5]]",
F1,Left,rx001-v6_l,Landmarked_F1/marked_tiff/Left/RX001-V6_L_MARK.tif,Landmarked_F1/txt/Left/RX001-V6_L.txt,Raw_Images/F1/RX001-V6_L.tif,F1,32,32,roi,3840,2160,"[[2388.0, 892.0], [2480.5, 1098.5], [2373.5, 1190.5], [2114.166748046875, 1164.1666259765625], [1990.8333740234375, 1173.5], [1861.8333740234375, 1193.5], [1787.1666259765625, 1204.1666259765625], [1721.8333740234375, 1216.1666259765625], [1648.5, 1229.5], [1583.1666259765625, 1225.5], [1497.5, 1185.0], [1423.0, 1128.0], [1366.0, 1067.5], [1975.5, 1041.5], [1909.5, 1097.5], [1860.8333740234375, 1090.8333740234375], [1820.1666259765625, 1132.8333740234375], [1765.5, 1121.5], [1740.8333740234375, 1158.1666259765625], [1687.5, 1140.1666259765625], [1674.8333740234375, 1174.1666259765625], [1627.5, 1146.5], [1593.5, 1167.5], [1548.5, 1121.5], [2138.5, 948.0], [2137.0, 893.5], [1975.0, 979.5], [1859.0, 1016.0], [1762.5, 1036.5], [1683.5, 1047.5], [1623.0, 1056.5], [1544.5, 1064.5]]",
F1,Left,rx001-v8_l,Landmarked_F1/marked_tiff/Left/RX001-V8_L_MARK.tif,Landmarked_F1/txt/Left/RX001-V8_L.txt,Raw_Images/F1/RX001-V8_L.tif,F1,32,32,roi,3840,2160,"[[2414.0, 848.0], [2484.5, 1070.5], [2365.5, 1177.5], [2120.5, 1147.5], [1997.5, 1161.5], [1876.5, 1181.8333740234375], [1784.5, 1197.8333740234375], [1724.5, 1205.8333740234375], [1633.8333740234375, 1213.8333740234375], [1571.5, 1213.1666259765625], [1488.8333740234375, 1176.5], [1416.8333740234375, 1115.8333740234375], [1360.8333740234375, 1047.8333740234375], [2001.5, 1022.8333129882812], [1926.833251953125, 1075.5], [1872.8333740234375, 1074.1666259765625], [1833.5, 1119.5], [1774.8333740234375, 1103.5], [1762.1666259765625, 1159.5], [1694.8333740234375, 1120.8333740234375], [1692.8333740234375, 1175.5], [1628.8333740234375, 1132.1666259765625], [1608.1666259765625, 1162.8333740234375], [1545.5, 1098.5], [2155.0, 922.0], [2150.5, 871.5], [2000.0, 958.0], [1866.5, 1005.0], [1772.5, 1021.5], [1690.5, 1034.5], [1624.5, 1041.5], [1542.5, 1043.5]]",
F1,Left,rx001v4_l53,Landmarked_F1/marked_tiff/Left/RX001v4_L53_MARK.tif,Landmarked_F1/txt/Left/RX001v4_L53.txt,Raw_Images/F1/RX001v4_L53.tif,F1,32,32,roi,2560,1920,"[[1942.0, 841.0], [2017.5, 1098.5], [1853.5, 1274.5], [1517.5, 1224.5], [1331.5, 1237.5], [1181.5, 1267.5], [1062.5, 1288.5], [970.5, 1302.5], [870.5, 1324.5], [776.5, 1330.5], [657.5, 1277.5], [561.5, 1206.5], [475.5, 1114.5], [1361.5, 1061.5], [1270.5, 1130.5], [1197.5, 1131.5], [1133.5, 1187.5], [1053.833251953125, 1176.8333740234375], [1027.5, 1229.5], [941.1666259765625, 1200.8333740234375], [928.8333740234375, 1255.8333740234375], [847.8333740234375, 1218.1666259765625], [827.1666259765625, 1265.5], [734.5, 1192.5], [1596.5, 908.5], [1596.5, 831.5], [1360.5, 968.5], [1194.833251953125, 1030.5], [1048.833251953125, 1065.8333740234375], [933.1666259765625, 1085.1666259765625], [838.5, 1097.8333740234375], [734.5, 1106.5]]",
F1,Left,rx001v7_l36,Landmarked_F1/marked_tiff/Left/RX001v7_L36_MARK.tif,Landmarked_F1/txt/Left/RX001v7_L36.txt,Raw_Images/F1/RX001v7_L36.tif,F1,32,32,roi,2560,1920,"[[1962.0, 690.0], [2060.5, 902.5], [1970.5, 1160.5], [1574.5, 1117.5], [1384.5, 1123.5], [1222.5, 1161.5], [1116.5, 1176.5], [1024.5, 1186.5], [929.5, 1208.5], [842.5, 1215.5], [718.5, 1159.5], [617.5, 1076.5], [535.5, 979.1666259765625], [1415.5, 971.5], [1312.833251953125, 1036.8333740234375], [1244.833251953125, 1019.5], [1174.5, 1084.8333740234375], [1103.166748046875, 1062.1666259765625], [1079.166748046875, 1112.8333740234375], [989.8333740234375, 1086.8333740234375], [983.8333740234375, 1140.1666259765625], [898.1666259765625, 1105.1666259765625], [875.5, 1130.8333740234375], [795.5, 1069.5], [1630.5, 769.5], [1629.1666259765625, 684.1666870117188], [1412.5, 868.5], [1241.5, 923.5], [1102.833251953125, 952.1666259765625], [982.5, 968.1666259765625], [881.8333740234375, 978.1666259765625], [792.5, 986.5]]",
F1,Left,rx004-v1_l,Landmarked_F1/marked_tiff/Left/RX004-V1_L_MARK.tif,Landmarked_F1/txt/Left/RX004-V1_L.txt,Raw_Images/F1/RX004-V1_L.tif,F1,32,32,roi,3840,2160,"[[2429.0, 844.0], [2494.166748046875, 1090.1666259765625], [2371.5, 1198.1666259765625], [2137.5, 1177.5], [1991.5, 1181.5], [1887.5, 1193.5], [1791.5, 1213.5], [1719.5, 1221.5], [1648.5, 1224.5], [1577.5, 1228.5], [1508.1666259765625, 1193.5], [1436.1666259765625, 1133.5], [1376.1666259765625, 1058.8333740234375], [1992.166748046875, 1033.5], [1926.833251953125, 1084.1666259765625], [1869.5, 1081.5], [1834.8333740234375, 1132.1666259765625], [1777.5, 1109.5], [1754.8333740234375, 1153.5], [1700.1666259765625, 1129.5], [1681.5, 1171.0], [1634.0, 1138.0], [1611.0, 1171.5], [1561.0, 1101.5], [2175.833251953125, 924.8333129882812], [2174.5, 875.5], [1988.5, 971.5], [1866.5, 1013.5], [1775.1666259765625, 1033.5], [1697.1666259765625, 1042.8333740234375], [1630.5, 1050.5], [1556.5, 1053.5]]",
F1,Left,rx005-v1_l,Landmarked_F1/marked_tiff/Left/RX005-V1_L_MARK.tif,Landmarked_F1/txt/Left/RX005-V1_L.txt,Raw_Images/F1/RX005-V1_L.tif,F1,32,32,roi,3840,2160,"[[2452.0, 866.0], [2510.166748046875, 1094.8333740234375], [2387.5, 1196.1666259765625], [2095.833251953125, 1169.1666259765625], [1962.5, 1178.5], [1856.5, 1193.5], [1770.5, 1205.5], [1701.5, 1206.5], [1631.5, 1215.5], [1563.5, 1215.5], [1486.5, 1177.5], [1423.5, 1111.5], [1365.5, 1039.5], [1985.5, 1032.5], [1918.5, 1084.5], [1858.5, 1075.5], [1826.5, 1124.5], [1770.5, 1099.5], [1747.5, 1153.5], [1684.5, 1112.5], [1679.5, 1168.5], [1617.5, 1125.5], [1596.5, 1159.5], [1539.5, 1106.5], [2152.0, 928.0], [2150.5, 886.0], [1977.833251953125, 970.8333129882812], [1854.5, 1006.1666870117188], [1762.5, 1026.1666259765625], [1675.8333740234375, 1035.5], [1613.8333740234375, 1039.5], [1535.5, 1041.5]]",
F1,Left,rx005-v2_l,Landmarked_F1/marked_tiff/Left/RX005-V2_L_MARK.tif,Landmarked_F1/txt/Left/RX005-V2_L.txt,Raw_Images/F1/RX005-V2_L.tif,F1,32,32,roi,3840,2160,"[[2455.833251953125, 854.1666870117188], [2510.5, 1090.1666259765625], [2390.5, 1192.8333740234375], [2107.833251953125, 1185.1666259765625], [1973.1666259765625, 1197.1666259765625], [1882.5, 1205.1666259765625], [1787.8333740234375, 1225.1666259765625], [1715.5, 1236.5], [1645.5, 1234.5], [1573.5, 1244.5], [1490.8333740234375, 1216.5], [1424.8333740234375, 1154.5], [1366.1666259765625, 1080.5], [1995.5, 1018.1666870117188], [1921.5, 1105.1666259765625], [1863.5, 1096.8333740234375], [1842.8333740234375, 1132.1666259765625], [1781.5, 1112.8333740234375], [1768.1666259765625, 1174.1666259765625], [1712.1666259765625, 1133.5], [1700.1666259765625, 1192.1666259765625], [1640.1666259765625, 1146.8333740234375], [1615.5, 1183.5], [1552.8333740234375, 1118.8333740234375], [2161.5, 922.0], [2161.5, 867.0], [1994.0, 961.0], [1859.5, 1011.8333129882812], [1776.8333740234375, 1035.8333740234375], [1705.5, 1051.1666259765625], [1632.1666259765625, 1062.5], [1549.5, 1068.5]]",
F1,Left,rx006-v1_l,Landmarked_F1/marked_tiff/Left/RX006-V1_L_MARK.tif,Landmarked_F1/txt/Left/RX006-V1_L.txt,Raw_Images/F1/RX006-V1_L.tif,F1,32,32,roi,3840,2160,"[[2416.0, 888.0], [2502.166748046875, 1101.1666259765625], [2380.833251953125, 1190.5], [2116.5, 1160.5], [1983.5, 1172.5], [1878.5, 1184.5], [1790.5, 1198.5], [1715.5, 1212.5], [1648.5, 1224.5], [1579.8333740234375, 1227.1666259765625], [1498.5, 1202.5], [1431.1666259765625, 1144.5], [1365.1666259765625, 1069.1666259765625], [1979.5, 1027.5], [1914.5, 1079.0], [1862.0, 1073.0], [1823.5, 1124.0], [1770.5, 1106.5], [1750.1666259765625, 1151.8333740234375], [1698.1666259765625, 1124.1666259765625], [1686.5, 1174.5], [1625.5, 1138.0], [1623.0, 1194.5], [1552.0, 1111.0], [2134.0, 922.5], [2134.5, 868.0], [1972.5, 960.0], [1847.5, 1003.5], [1752.5, 1029.5], [1683.5, 1040.5], [1613.5, 1050.5], [1543.5, 1058.5]]",
F1,Left,rx006-v2_l,Landmarked_F1/marked_tiff/Left/RX006-V2_L_MARK.tif,Landmarked_F1/txt/Left/RX006-V2_L.txt,Raw_Images/F1/RX006-V2_L.tif,F1,32,32,roi,3840,2160,"[[2444.5, 865.5], [2491.5, 1070.5], [2372.5, 1175.5], [2111.5, 1150.1666259765625], [1990.8333740234375, 1161.5], [1873.5, 1177.5], [1781.5, 1198.5], [1713.5, 1208.5], [1624.0, 1221.0], [1562.5, 1221.0], [1478.5, 1196.0], [1410.5, 1136.5], [1354.0, 1071.5], [1979.166748046875, 1028.8333740234375], [1913.833251953125, 1081.5], [1862.5, 1076.1666259765625], [1819.1666259765625, 1122.1666259765625], [1765.1666259765625, 1106.8333740234375], [1743.8333740234375, 1151.5], [1683.8333740234375, 1131.5], [1680.1666259765625, 1177.1666259765625], [1623.8333740234375, 1139.5], [1607.8333740234375, 1187.1666259765625], [1541.5, 1115.5], [2153.5, 922.5], [2150.0, 854.5], [1976.5, 959.0], [1859.5, 1000.5], [1759.8333740234375, 1024.1666259765625], [1677.8333740234375, 1040.5], [1615.8333740234375, 1048.8333740234375], [1540.1666259765625, 1057.5]]",
F1,Left,rx006-v3_l,Landmarked_F1/marked_tiff/Left/RX006-V3_L_MARK.tif,Landmarked_F1/txt/Left/RX006-V3_L.txt,Raw_Images/F1/RX006-V3_L.tif,F1,32,32,roi,3840,2160,"[[2428.0, 918.0], [2506.5, 1119.5], [2363.5, 1249.5], [2107.5, 1217.5], [1971.5, 1233.8333740234375], [1864.8333740234375, 1252.5], [1774.8333740234375, 1267.1666259765625], [1696.8333740234375, 1274.5], [1631.5, 1284.5], [1567.5, 1284.5], [1488.5, 1253.5], [1420.5, 1192.5], [1358.5, 1118.5], [1974.5, 1086.5], [1911.5, 1139.5], [1858.5, 1136.5], [1816.5, 1179.5], [1760.5, 1167.5], [1741.5, 1215.5], [1687.5, 1187.5], [1671.5, 1233.5], [1613.5, 1196.5], [1603.5, 1238.8333740234375], [1563.1666259765625, 1166.1666259765625], [2144.0, 973.0], [2144.0, 929.0], [1971.5, 1024.0], [1857.0, 1067.0], [1755.5, 1091.0], [1679.75, 1103.0], [1609.5, 1108.5], [1558.8333740234375, 1111.1666259765625]]",
