group,angle,key,marked_tiff,txt,raw_image,raw_group,n_expected,n_found,landmark_source,image_width,image_height,landmarks_px_json,flags
F1,Bottom,rx008-v2_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX008-V2_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX008-V2_B.txt,../raw_images/f1/RX008-V2_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2546.55, 1017.18], [2464.65, 1153.99], [2348.48, 998.25], [2292.86, 994.33], [2217.14, 991.49], [2153.9, 990.79], [2351.64, 1162.58], [2271.79, 1163.86], [2219.01, 1159.34], [2151.02, 1160.54], [1456.45, 1063.05], [1802.51, 944.0], [1725.52, 1220.77], [2336.27, 1098.02], [2389.05, 1079.13], [2445.94, 1065.89], [2501.19, 1047.04], [2366.97, 1113.17], [2401.44, 1123.26], [2435.62, 1134.38], [2399.51, 1003.02], [2450.4, 1001.61], [2501.48, 997.62], [2380.52, 1161.45], [2409.24, 1160.53], [2438.11, 1160.47], [2103.42, 985.78], [2052.88, 982.58], [2002.39, 978.5], [1952.34, 969.74], [1902.09, 964.5], [1852.09, 955.48], [2089.65, 1165.5], [2028.39, 1174.5], [1967.36, 1179.25], [1905.82, 1185.15], [1845.03, 1197.49], [1784.39, 1210.38]]",
F1,Bottom,rx008-v4_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX008-V4_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX008-V4_B.txt,../raw_images/f1/RX008-V4_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2499.85, 1016.39], [2423.48, 1161.3], [2329.86, 1005.5], [2272.05, 1007.5], [2213.06, 1008.54], [2153.8, 1004.23], [2327.3, 1165.5], [2275.85, 1168.5], [2212.69, 1164.07], [2157.31, 1161.86], [1468.4, 1077.78], [1719.14, 947.55], [1794.86, 1214.18], [2327.3, 1090.44], [2372.15, 1076.82], [2420.13, 1065.12], [2466.25, 1047.62], [2352.24, 1106.59], [2379.87, 1120.25], [2404.5, 1138.6], [2373.25, 1004.5], [2416.51, 1002.0], [2459.81, 1003.06], [2351.79, 1165.5], [2376.28, 1165.5], [2400.78, 1165.5], [2092.37, 996.6], [2030.53, 989.64], [1967.91, 986.31], [1905.41, 977.39], [1842.71, 970.41], [1780.45, 962.0], [2104.79, 1164.36], [2052.01, 1164.68], [2000.21, 1171.5], [1948.09, 1179.47], [1896.76, 1187.94], [1846.11, 1200.68]]",
F1,Bottom,rx009-v9_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX009-V9_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX009-V9_B.txt,../raw_images/f1/RX009-V9_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2518.89, 1031.85], [2433.33, 1152.37], [2355.3, 1006.5], [2307.3, 1006.5], [2255.55, 1007.99], [2200.12, 1003.79], [2333.71, 1165.52], [2291.91, 1165.5], [2246.57, 1164.52], [2189.52, 1162.76], [1485.3, 1075.21], [1820.57, 956.74], [1796.69, 1226.98], [2333.3, 1093.45], [2379.15, 1079.86], [2428.39, 1069.28], [2476.89, 1055.87], [2357.25, 1109.88], [2384.99, 1120.72], [2412.38, 1132.75], [2397.58, 1008.79], [2439.9, 1010.5], [2482.02, 1014.33], [2358.47, 1160.54], [2383.84, 1159.32], [2409.15, 1157.5], [2146.47, 997.03], [2092.48, 991.79], [2037.89, 989.19], [1983.64, 982.4], [1929.66, 973.29], [1874.94, 966.29], [2132.03, 1164.5], [2074.89, 1168.5], [2018.5, 1175.8], [1963.07, 1184.66], [1906.55, 1193.62], [1851.59, 1209.49]]",
F1,Bottom,rx010-v1_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX010-V1_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX010-V1_B.txt,../raw_images/f1/RX010-V1_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2569.1, 1026.35], [2478.44, 1152.13], [2371.37, 1007.5], [2315.37, 1007.5], [2252.51, 1006.3], [2175.01, 995.49], [2362.7, 1157.61], [2314.94, 1158.13], [2253.97, 1154.8], [2191.04, 1162.17], [1439.49, 1089.69], [1730.85, 944.78], [1768.4, 1235.37], [2374.32, 1089.33], [2423.19, 1076.08], [2474.21, 1064.09], [2524.63, 1049.71], [2398.86, 1106.13], [2427.9, 1118.18], [2456.39, 1131.48], [2422.08, 1006.5], [2472.87, 1006.5], [2523.5, 1008.36], [2391.94, 1158.5], [2421.32, 1157.5], [2450.69, 1156.64], [2111.62, 987.5], [2048.21, 979.58], [1984.05, 982.49], [1920.51, 970.66], [1856.91, 970.51], [1792.96, 961.5], [2130.24, 1172.47], [2068.98, 1177.51], [2007.69, 1184.5], [1948.56, 1197.5], [1888.21, 1203.0], [1828.34, 1219.03]]",
F1,Bottom,rx010-v2_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX010-V2_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX010-V2_B.txt,../raw_images/f1/RX010-V2_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2453.85, 1042.75], [2367.4, 1185.28], [2247.73, 1031.8], [2180.3, 1031.5], [2123.35, 1031.9], [2064.02, 1022.38], [2237.67, 1186.53], [2181.96, 1185.8], [2124.12, 1184.26], [2065.49, 1183.77], [1321.45, 1113.1], [1649.19, 966.37], [1654.6, 1236.32], [2243.06, 1119.88], [2296.45, 1105.0], [2351.78, 1089.81], [2405.76, 1070.21], [2273.42, 1135.47], [2307.09, 1149.32], [2340.45, 1163.98], [2299.79, 1031.5], [2351.83, 1030.5], [2404.19, 1031.5], [2270.47, 1188.51], [2303.29, 1189.5], [2336.26, 1189.61], [2009.63, 1004.66], [1949.23, 1002.7], [1890.08, 997.5], [1829.62, 990.69], [1770.57, 983.5], [1709.15, 980.46], [2008.25, 1196.44], [1949.38, 1200.01], [1891.29, 1202.38], [1832.61, 1213.38], [1774.19, 1218.77], [1714.45, 1228.46]]",
F1,Bottom,rx010-v3_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX010-V3_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX010-V3_B.txt,../raw_images/f1/RX010-V3_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2499.5, 1025.32], [2415.61, 1150.13], [2336.9, 1004.07], [2287.25, 1006.5], [2226.37, 1012.65], [2163.64, 1009.37], [2331.86, 1156.9], [2282.69, 1162.4], [2221.58, 1166.25], [2162.85, 1173.07], [1428.49, 1078.99], [1726.74, 945.55], [1710.52, 1231.99], [2357.34, 1101.06], [2394.83, 1086.56], [2433.64, 1072.03], [2470.07, 1052.45], [2371.96, 1112.26], [2388.14, 1123.93], [2404.43, 1135.46], [2379.74, 1004.49], [2422.72, 1004.5], [2465.54, 1006.22], [2353.1, 1155.5], [2374.41, 1155.5], [2395.89, 1155.5], [2104.52, 993.28], [2040.87, 990.46], [1977.98, 981.5], [1914.62, 977.35], [1852.94, 969.43], [1789.52, 958.77], [2099.16, 1184.46], [2034.36, 1187.94], [1969.85, 1191.1], [1905.09, 1200.48], [1841.13, 1207.84], [1775.44, 1218.02]]",
F1,Bottom,rx011-v1_b,../marked_images/landmarked_f1/marked_tiff/bottom/RX011-V1_B_MARK.tif,../marked_images/landmarked_f1/txt/bottom/RX011-V1_B.txt,../raw_images/f1/RX011-V1_B.tif,F1,38,38,autolabel_v1.4,3840,2160,"[[2534.39, 1010.31], [2452.45, 1146.37], [2359.31, 993.39], [2287.91, 993.5], [2230.84, 991.09], [2167.51, 983.95], [2346.39, 1150.5], [2288.49, 1149.5], [2230.47, 1145.4], [2166.71, 1148.5], [1426.45, 1076.16], [1757.01, 936.18], [1767.79, 1222.94], [2338.3, 1078.53], [2388.05, 1063.85], [2440.76, 1052.66], [2492.55, 1037.72], [2366.03, 1096.18], [2397.89, 1109.19], [2429.43, 1122.98], [2404.16, 992.5], [2449.15, 992.5], [2493.95, 994.44], [2373.29, 1151.54], [2400.1, 1151.51], [2426.99, 1150.5], [2110.62, 970.25], [2052.1, 967.22], [1992.54, 967.65], [1934.0, 957.49], [1875.84, 953.49], [1815.93, 947.09], [2109.54, 1160.76], [2053.18, 1164.22], [1995.63, 1167.5], [1939.61, 1182.03], [1883.07, 1193.67], [1825.0, 1206.39]]",
F1,Left,rx001-v5_l,../marked_images/landmarked_f1/marked_tiff/left/RX001-V5_L_MARK.tif,../marked_images/landmarked_f1/txt/left/RX001-V5_L.txt,../raw_images/f1/RX001-V5_L.tif,F1,40,40,autolabel_v1.4,3840,2160,"[[1423.5, 1108.83], [2357.09, 1183.45], [2428.33, 879.76], [2098.22, 1161.47], [1977.46, 1171.5], [1869.31, 1189.8], [1778.85, 1198.24], [1709.95, 1201.73], [1641.21, 1211.12], [1576.07, 1210.02], [1982.17, 1025.83], [1928.17, 1075.17], [1831.5, 1122.5], [1755.5, 1149.17], [1684.17, 1165.83], [1597.5, 1148.5], [1547.5, 1092.5], [1986.74, 968.66], [2457.2, 950.79], [2476.48, 1024.72], [2476.66, 1099.18], [2428.91, 1157.56], [2271.79, 1166.07], [2185.15, 1165.5], [1491.5, 1176.83], [1368.83, 1039.5], [1913.83, 995.39], [1839.01, 1016.22], [1762.7, 1031.0], [1685.22, 1037.53], [1607.58, 1041.3], [1529.87, 1041.5], [1452.2, 1038.44], [1374.68, 1036.33], [1300.91, 1046.13], [1349.2, 1107.05], [1866.17, 1073.83], [1774.17, 1100.5], [1698.17, 1116.5], [1624.83, 1129.17]]",
F1,Left,rx001-v6_l,../marked_images/landmarked_f1/marked_tiff/left/RX001-V6_L_MARK.tif,../marked_images/landmarked_f1/txt/left/RX001-V6_L.txt,../raw_images/f1/RX001-V6_L.tif,F1,40,40,autolabel_v1.4,3840,2160,"[[1366.0, 1067.5], [2374.19, 1188.5], [2459.79, 874.69], [2114.91, 1163.54], [1990.63, 1174.04], [1861.04, 1193.17], [1790.04, 1207.37], [1722.58, 1218.37], [1647.99, 1226.2], [1583.25, 1225.45], [1975.5, 1041.5], [1909.5, 1097.5], [1820.17, 1132.83], [1740.83, 1158.17], [1674.83, 1174.17], [1593.5, 1167.5], [1548.5, 1121.5], [1983.91, 971.41], [2484.64, 947.77], [2488.48, 1023.63], [2488.84, 1099.94], [2445.59, 1160.98], [2288.15, 1172.55], [2202.68, 1165.5], [1497.5, 1185.0], [1423.0, 1128.0], [1929.93, 990.4], [1875.38, 1007.73], [1819.8, 1021.4], [1763.73, 1032.75], [1707.29, 1042.24], [1650.63, 1050.33], [1593.5, 1053.71], [1536.34, 1056.67], [1479.16, 1057.68], [1422.01, 1055.7], [1860.83, 1090.83], [1765.5, 1121.5], [1687.5, 1140.17], [1627.5, 1146.5]]",
F1,Left,rx001-v8_l,../marked_images/landmarked_f1/marked_tiff/left/RX001-V8_L_MARK.tif,../marked_images/landmarked_f1/txt/left/RX001-V8_L.txt,../raw_images/f1/RX001-V8_L.tif,F1,40,40,autolabel_v1.4,3840,2160,"[[1360.83, 1047.83], [2364.75, 1176.36], [2469.28, 871.05], [2120.68, 1149.79], [1998.19, 1164.44], [1877.19, 1186.5], [1785.4, 1201.45], [1724.72, 1207.11], [1633.19, 1215.41], [1571.98, 1210.51], [2001.5, 1022.83], [1926.83, 1075.5], [1833.5, 1119.5], [1762.17, 1159.5], [1692.83, 1175.5], [1608.17, 1162.83], [1545.5, 1098.5], [2009.55, 959.95], [2486.2, 944.56], [2502.5, 1019.68], [2483.4, 1093.39], [2436.61, 1152.27], [2283.97, 1168.8], [2205.32, 1155.97], [1488.83, 1176.5], [1416.83, 1115.83], [1952.01, 976.24], [1895.34, 995.4], [1836.88, 1008.1], [1778.0, 1018.59], [1718.79, 1027.1], [1659.34, 1033.74], [1599.63, 1037.56], [1539.88, 1040.48], [1480.09, 1041.44], [1420.32, 1041.42], [1872.83, 1074.17], [1774.83, 1103.5], [1694.83, 1120.83], [1628.83, 1132.17]]",
F1,Left,rx001v4_l53,../marked_images/landmarked_f1/marked_tiff/left/RX001v4_L53_MARK.tif,../marked_images/landmarked_f1/txt/left/RX001v4_L53.txt,../raw_images/f1/RX001v4_L53.tif,F1,40,40,autolabel_v1.4,2560,1920,"[[475.5, 1114.5], [1853.78, 1276.5], [1959.56, 844.81], [1517.45, 1229.5], [1330.91, 1242.5], [1182.62, 1273.23], [1061.77, 1295.28], [972.03, 1308.86], [870.89, 1327.63], [776.39, 1331.34], [1361.5, 1061.5], [1270.5, 1130.5], [1133.5, 1187.5], [1027.5, 1229.5], [928.83, 1255.83], [827.17, 1265.5], [734.5, 1192.5], [1373.65, 958.14], [1982.61, 948.79], [2022.24, 1041.66], [2023.27, 1151.76], [1960.77, 1239.39], [1741.43, 1260.26], [1630.04, 1241.85], [657.5, 1277.5], [561.5, 1206.5], [1296.92, 991.16], [1218.2, 1018.97], [1138.11, 1042.56], [1056.88, 1061.79], [974.68, 1076.61], [891.94, 1088.05], [809.04, 1098.26], [725.87, 1105.86], [642.51, 1110.84], [559.03, 1113.64], [1197.5, 1131.5], [1053.83, 1176.83], [941.17, 1200.83], [847.83, 1218.17]]",
F1,Left,rx001v7_l36,../marked_images/landmarked_f1/marked_tiff/left/RX001v7_L36_MARK.tif,../marked_images/landmarked_f1/txt/left/RX001v7_L36.txt,../raw_images/f1/RX001v7_L36.tif,F1,40,40,autolabel_v1.4,2560,1920,"[[535.5, 979.17], [1970.74, 1157.54], [1891.23, 798.44], [1574.61, 1120.61], [1384.57, 1133.6], [1222.66, 1164.97], [1119.77, 1184.9], [1028.76, 1190.94], [929.34, 1214.78], [842.13, 1219.5], [1415.5, 971.5], [1312.83, 1036.83], [1174.5, 1084.83], [1079.17, 1112.83], [983.83, 1140.17], [875.5, 1130.83], [795.5, 1069.5], [1433.21, 828.96], [1979.96, 840.89], [2049.56, 909.95], [2075.39, 1004.58], [2044.32, 1096.65], [1838.5, 1154.41], [1707.53, 1131.53], [718.5, 1159.5], [617.5, 1076.5], [1357.9, 865.49], [1279.59, 895.12], [1199.54, 919.49], [1118.24, 939.22], [1035.99, 954.73], [953.1, 966.47], [870.01, 976.8], [786.52, 982.42], [702.85, 984.13], [619.15, 982.75], [1244.83, 1019.5], [1103.17, 1062.17], [989.83, 1086.83], [898.17, 1105.17]]",
F1,Left,rx004-v1_l,../marked_images/landmarked_f1/marked_tiff/left/RX004-V1_L_MARK.tif,../marked_images/landmarked_f1/txt/left/RX004-V1_L.txt,../raw_images/f1/RX004-V1_L.tif,F1,40,40,autolabel_v1.4,3840,2160,"[[1376.17, 1058.83], [2372.45, 1201.41], [2491.67, 887.26], [2137.6, 1174.6], [1990.88, 1183.5], [1888.84, 1200.64], [1792.77, 1215.37], [1720.92, 1215.21], [1649.02, 1224.81], [1577.58, 1221.52], [1992.17, 1033.5], [1926.83, 1084.17], [1834.83, 1132.17], [1754.83, 1153.5], [1681.5, 1171.0], [1611.0, 1171.5], [1561.0, 1101.5], [2002.78, 959.34], [2495.55, 964.87], [2510.45, 1043.11], [2503.25, 1121.98], [2445.44, 1175.62], [2294.44, 1188.98], [2216.45, 1179.5], [1508.17, 1193.5], [1436.17, 1133.5], [1948.74, 980.59], [1893.76, 999.29], [1837.53, 1013.9], [1780.64, 1025.61], [1723.34, 1034.99], [1665.69, 1042.14], [1607.77, 1046.67], [1549.77, 1049.94], [1491.72, 1050.85], [1433.72, 1050.87], [1869.5, 1081.5], [1777.5, 1109.5], [1700.17, 1129.5], [1634.0, 1138.0]]",
